label,prompt_tokens,completion_tokens,total_tokens,finish_reason,model,source_shard
688312_chunks_0009_0009,5048,256,5304,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688312_chunks_0010_0010,4961,235,5196,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688312_chunks_0011_0011,4615,165,4780,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688312_chunks_0012_0012,3012,169,3181,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0001_0001,4563,250,4813,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0002_0002,5050,257,5307,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0003_0003,5007,206,5213,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0004_0004,5016,216,5232,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0005_0005,5052,215,5267,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0006_0006,5060,256,5316,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0007_0007,5048,225,5273,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0008_0008,5024,220,5244,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0009_0009,5044,220,5264,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0010_0010,5042,219,5261,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0011_0011,5004,152,5156,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0012_0012,4901,203,5104,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0013_0013,4892,227,5119,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0014_0014,4822,200,5022,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0015_0015,4268,187,4455,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0016_0016,5056,210,5266,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0017_0017,5060,216,5276,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0018_0018,5051,409,5460,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0019_0019,4974,224,5198,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0020_0020,5033,204,5237,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0021_0021,5043,245,5288,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688360_chunks_0022_0022,4447,290,4737,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0001_0001,4948,240,5188,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0002_0002,5013,180,5193,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0003_0003,5050,232,5282,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0004_0004,4984,183,5167,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0005_0005,5028,261,5289,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0006_0006,5061,242,5303,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0007_0007,5027,201,5228,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0008_0008,5056,263,5319,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0009_0009,5062,217,5279,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0010_0010,5034,255,5289,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0011_0011,4991,250,5241,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0012_0012,5032,293,5325,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0013_0013,5040,265,5305,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0014_0014,4585,279,4864,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0015_0015,5050,196,5246,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0016_0016,4374,172,4546,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0017_0017,4223,290,4513,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0018_0018,5055,230,5285,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0019_0019,4916,193,5109,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0020_0020,5056,277,5333,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688377_chunks_0021_0021,3001,226,3227,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0001_0001,5051,196,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0002_0002,5013,196,5209,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0003_0003,5048,190,5238,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0004_0004,4977,279,5256,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0005_0005,4940,184,5124,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0006_0006,5021,218,5239,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0007_0007,5000,185,5185,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0008_0008,4847,189,5036,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0009_0009,4906,179,5085,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0010_0010,5055,207,5262,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0011_0011,5063,223,5286,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0012_0012,5058,213,5271,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0013_0013,4839,209,5048,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0014_0014,5044,199,5243,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0015_0015,5030,255,5285,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688500_chunks_0016_0016,3444,220,3664,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0001_0001,5046,231,5277,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0002_0002,5053,212,5265,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0003_0003,5061,238,5299,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0004_0004,5047,220,5267,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0005_0005,5047,199,5246,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0006_0006,5020,202,5222,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0007_0007,5019,264,5283,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0008_0008,5023,222,5245,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0009_0009,5023,227,5250,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0010_0010,5052,253,5305,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0011_0011,5061,231,5292,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0012_0012,5059,246,5305,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0013_0013,5052,186,5238,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0014_0014,4811,380,5191,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0015_0015,4919,209,5128,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0016_0016,5000,299,5299,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0017_0017,5053,265,5318,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688505_chunks_0018_0018,3715,226,3941,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0001_0001,5044,231,5275,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0002_0002,5037,251,5288,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0003_0003,5054,230,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0004_0004,5035,157,5192,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0005_0005,5033,260,5293,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0006_0006,5039,226,5265,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0007_0007,5044,235,5279,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0008_0008,4969,236,5205,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0009_0009,5059,225,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0010_0010,5031,250,5281,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0011_0011,5039,241,5280,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0012_0012,4891,227,5118,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0013_0013,5014,273,5287,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0014_0014,4647,199,4846,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0015_0015,4704,161,4865,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0016_0016,4735,188,4923,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0017_0017,4674,180,4854,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0018_0018,4907,219,5126,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0019_0019,5038,226,5264,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0020_0020,4956,233,5189,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0021_0021,5059,231,5290,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0022_0022,5059,188,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0023_0023,5064,282,5346,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0024_0024,5048,223,5271,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688518_chunks_0025_0025,4263,228,4491,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0001_0001,5057,219,5276,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0002_0002,4819,211,5030,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0003_0003,4555,201,4756,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0004_0004,5042,223,5265,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0005_0005,5007,267,5274,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0006_0006,5024,242,5266,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0007_0007,5052,237,5289,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0008_0008,5056,183,5239,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0009_0009,5063,180,5243,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0010_0010,5064,205,5269,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0011_0011,4761,274,5035,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0012_0012,5027,216,5243,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0013_0013,4936,143,5079,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0014_0014,4702,248,4950,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0015_0015,4910,244,5154,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0016_0016,4921,223,5144,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0017_0017,4275,139,4414,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0018_0018,4751,175,4926,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0019_0019,4516,116,4632,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0020_0020,4354,143,4497,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0021_0021,5025,188,5213,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0022_0022,4671,552,5223,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0023_0023,5046,218,5264,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0024_0024,5051,239,5290,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0025_0025,5009,222,5231,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0026_0026,5017,280,5297,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688528_chunks_0027_0027,3487,219,3706,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0001_0001,5051,214,5265,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0002_0002,5051,189,5240,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0003_0003,5051,208,5259,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0004_0004,5026,204,5230,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0005_0005,5041,218,5259,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0006_0006,5044,212,5256,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0007_0007,5063,195,5258,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0008_0008,5057,311,5368,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0009_0009,5056,222,5278,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0010_0010,5039,213,5252,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0011_0011,4811,202,5013,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0012_0012,4972,99,5071,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0013_0013,5048,242,5290,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0014_0014,4964,182,5146,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0015_0015,5041,219,5260,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0016_0016,5047,191,5238,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0017_0017,4996,249,5245,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0018_0018,5037,210,5247,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0019_0019,5030,222,5252,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688555_chunks_0020_0020,1494,219,1713,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0001_0001,5060,234,5294,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0002_0002,4921,240,5161,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0003_0003,5037,275,5312,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0004_0004,5056,201,5257,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0005_0005,4955,203,5158,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0006_0006,4962,184,5146,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0007_0007,5009,130,5139,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0008_0008,5010,207,5217,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0009_0009,5032,241,5273,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0010_0010,5054,230,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0011_0011,5052,232,5284,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0012_0012,5049,193,5242,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0013_0013,5011,217,5228,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0014_0014,4984,222,5206,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0015_0015,4275,127,4402,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0016_0016,4458,170,4628,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0017_0017,5059,217,5276,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0018_0018,5003,209,5212,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0019_0019,5021,224,5245,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0020_0020,4867,253,5120,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0021_0021,5052,259,5311,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688558_chunks_0022_0022,2178,257,2435,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0001_0001,5064,231,5295,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0002_0002,5021,240,5261,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0003_0003,5064,198,5262,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0004_0004,5008,230,5238,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0005_0005,4733,304,5037,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0006_0006,5063,266,5329,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0007_0007,4820,201,5021,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0008_0008,4325,169,4494,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0009_0009,4500,506,5006,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0010_0010,4108,137,4245,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0011_0011,4177,144,4321,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0012_0012,4807,659,5466,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0013_0013,4160,121,4281,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0014_0014,4089,157,4246,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0015_0015,4205,149,4354,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0016_0016,5052,818,5870,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0017_0017,5049,205,5254,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0018_0018,5065,290,5355,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0019_0019,5056,235,5291,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0020_0020,5040,279,5319,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_chunks_0021_0021,1890,218,2108,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0001_0001,5043,269,5312,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0002_0002,5039,297,5336,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0003_0003,5025,236,5261,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0004_0004,5029,220,5249,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0005_0005,5049,194,5243,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0006_0006,5023,210,5233,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0007_0007,5047,241,5288,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0008_0008,4506,206,4712,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
688599_chunks_0009_0009,5044,209,5253,stop,THUDM/GLM-4-32B-0414,siliconflow_glm4_32b_table2_next100_shard3_20260708
