custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta,source_shard
688568_1207992526_glm4_dewrap_join_chunk_0009,688568,中科星图,9,384,4.0,发行人拥有55项专利，涵盖多节点系统冗余数据处理、非结构化数据传输、分布式系统数据存储、在线流处理服务、安全数据管理、高效媒体数据布局、地理信息空间系统时空信息可视化、泥石流监测、数据文件传输、网络云盘数据存储、异构系统访问控制、云数据服务系统运行、林区火点监测、云系统服务器状态地图管理、云系统服务器状态可视化管理、云服务系统、基于内容分发网络的内容提供系统、基于库复制的分布式存储、部门间数据共享、数据加密通信、三维可视化遥感影像地表分类模型制作、土地利用类型变化检测、遥感影像处理质量检验、服务器集群区域管理、清洗比对入库、多源身份认证、多层次分割的遥感影像变化检测、更新文件推送、故障数据恢复、表单数据处理、遥感图像处理、数据库容灾、创建可靠数据库、遥感影像中泥石流突发地区识别、数据去重等方法。发行人及其控股子公司共拥有555项计算机软件著作权，包括空天大数据可视化平台、低空飞行器飞行管理软件、GEOVISiCenter标准版软件、地物提取软件、产品生产管理软件、遥感动态监测管理系统、星地资源分析软件、移动目标监视软件、地形服务软件、多源遥感影像数据的管理与服务软件、地形数据展示软件、倾斜摄影数据管理与服务软件、多源时空数据云管理软件、时空矢量数据云服务软件、GEOVIS专题插件管理中心软件、分布式系统服务管理与监控软件、服务器文件管理系统、报表数据三维可视化分析软件、GF动员决策支持软件、GF动员基础数据管理软件、GF动员知识库管理软件、三维标绘软件、用户认证管理软件、遥感能图像Gram-Schmidt融合处理软件、遥感能图像正射校正软件、植被提取软件、高性能并行计算平台、综合态势显示控制软件、目标关联信息关联软件、空天大数据可视化平台、卫星应用遥感软件、空间信息综合可视化与管理系统、高级雷达数据处理软件等。,125,1.9610389610389611,发行人已授权专利继续覆盖多节点冗余数据处理、非结构化数据传输、分布式存储、在线流处理、安全数据管理、时空信息可视化、遥感影像分类与质量检验、数据加密通信和数据库容灾等技术方向，多数为发明专利且以原始取得为主。截至2019年12月31日，发行人及控股子公司拥有555项已取得登记证书的计算机软件著作权，披露的软件包括GEOVIS iExplorer空天大数据可视化平台、GEOVIS iCenter、GEOVIS BigComputing高性能并行计算平台、多源遥感影像管理服务和WebGL移动目标监视等。,259,2.038961038961039,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0010,688568,中科星图,10,59,4.0,发行人拥有大量软件著作权，包括可视化开发平台软件、无人机高动态信息综合处理软件、遥感信息工程化平台软件等。这些软件覆盖了遥感数据处理、无人机任务规划、地理空间信息管理等多个领域。发行人通过持续的技术研发，形成了较为完整的软件产品体系。,101,1.887323943661972,发行人软件著作权清单显示，其软件产品覆盖遥感信息工程化、无人机任务规划与飞控、通用遥感信息处理、气象信息分析、雷达处理、虚拟存储、高分地球系统、MODIS火点监测、泥石流区域监测和图像质量检测等方向。2016至2017年登记的软件进一步延伸至多源数据清洗、数据隔离校验、跨平台三维GIS展示、SAR数据处理、典型目标检测、卫星数据生产调度、无人机影像三维场景重建、空间数据管理和遥感影像比对分析等应用。,-42,2.112676056338028,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0011,688568,中科星图,11,62,4.0,航天星图拥有大量软件著作权，包括遥感影像处理、三维街景浏览、自然环境仿真、数据管理、无人机任务规划等核心软件，以及GEOVIS数据中心运维管理、实时流计算、分布式文件系统、数据库系统等分布式框架软件，覆盖空天大数据处理、可视化、智能分析等关键领域。,109,3.3472222222222223,发行人集中列示2017年至2018年取得的软件著作权，涵盖遥感影像处理、手动校正、三维街景浏览、自然环境仿真、遥感数据管理、多源遥感共享、三维态势监视、无人机任务规划、卫星观测任务规划、动态目标监视和态势仿真等软件。较核心的GEOVIS系列包括数据中心运维、实时流计算、分布式文件系统、分布式数据库、列存储、智能分析、分布式调度、瓦片存储、容器和主机虚拟化框架，以及iCenter、iExplorer、iFactory空天大数据平台。,-47,0.6527777777777777,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0012,688568,中科星图,12,540,3.0,发行人拥有大量软件著作权，包括三维电磁管理平台、三维特效平台、三维街景展示工具、矢量地图配图服务工具、轨道测量模拟软件、对地分析模拟软件、飞机飞行模拟软件、飞机航线规划软件、大型舰船筛选软件、目标检索软件、空间防御分析工具软件、外方标绘软件、态势专题管理软件、地形应用与分析软件、气象保障应用与分析软件、目标应用与分析软件、路网综合管理系统软件、交通设施台账信息管理系统、基于交通行业大数据组织管理系统、道路通过性分析软件、大数据存储与快速检索技术软件、高分影像数据处理系统、高分影像在线数据分发系统、基于遥感影像的道路建设监管系统、高空大气环境综合一体化显示系统软件、强对流环境综合一体化显示系统软件、实物地质资料服务平台、土地整治规划建库软件、地质环境信息网络发布平台、地质资源综合调查数据质量检查系统、GEOVIS深度学习平台、GEOVIS模型服务软件、LLTS低延迟分布式并行计算平台、LLTSSDK二次开发平台、NETIMG遥感影像存储格式软件、SPIMG遥感影像存储格式软件、栅格影像快速矢量化软件、服务中心软件、街景数据服务软件、倾斜摄影数据服务软件、矢量数据服务软件、瓦片数据服务软件、文档服务软件、影像数据服务软件、用户管理服务软件、基于GV5平台的多源数据综合展示软件、地理环境构建软件、任务筹划软件、智能运维管理平台、目录服务软件、用户数据服务软件、遥感监查任务管理系统、空间数据管理与服务软件、二三维综合数据管理可视化展示平台、geovis5元数据服务软件、综合保障系统、影像控制点制备软件、全球地名成果数据应用系统软件、智慧渔港信息系统、目标态势信息系统、处理高分影像的任务流程管理系统、大地控制点制备软件、高分对地观测数据应用平台、无线宽带移动通信智能选址系统、核应急高分应用关键技术研究及应用示范系统、电磁信息采集系统、定位与展示系统、海洋经济调查信息管理系统、信息保障库业务管控分系统、环境保障系统、目标信息展示管理系统、遥感影像地质灾害监测软件、机房设备资产管理软件、机房设备告警监控软件、设备完好率评价软件、动力环境监控软件、测绘卫星三线阵影像产品质量评价软件、影像特征点采集软件、重点区域目标编辑子系统、测绘卫星高精度定位原型软件、合成孔径雷达数据辐射校正与质量评价软件、SAR影像地理编码软件、天绘一号卫星在轨几何标定软件、图像质量检测软件、高分三号样本数据库管理软件、GVNRInsight自然资源大数据分析与共享服务平台、GVNRManager自然资源数据库管理软件、城市智能精细化管理服务平台、行业地图服务平台。,111,3.234042553191489,发行人2018年取得大量原始软件著作权，覆盖iExplorer三维可视化、街景展示、矢量地图配图、轨道和对地分析模拟、飞行模拟、舰船筛选、目标检索、空间防御分析、态势专题管理、地形和气象保障分析等应用。核心软件包括GEOVIS深度学习平台、模型服务、LLTS低延迟分布式并行计算平台、LLTSSDK二次开发平台、NETIMG和SPIMG遥感影像存储格式，并延伸至高分影像处理、空间数据管理、自然资源大数据分析共享、测绘卫星定位和SAR影像处理。,429,-0.2340425531914891,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0013,688568,中科星图,13,44,0.0,发行人拥有众多软件著作权，包括空间数据服务平台、人工智能训练样本库平台、无人机数据专题产品平台等，涉及全球基础空间数据、国土资源数据质量检查、高分应用综合信息服务等多个领域。,107,3.3013698630136985,发行人及相关主体在2018年至2019年取得多项软件著作权，涉及空间数据服务、全球基础空间数据一张图、人工智能训练样本库、无人机数据产品、高分应用共享平台、GEOVIS.AI、GVBrain空天大数据深度学习训练平台、GVGlobe数字地球平台和GEOVISiCenter云平台。后续权利还覆盖高分对地观测、智慧城市、森林监测、无人机任务规划、遥感标准产品处理、矿山遥感监测、水体和植被提取、油气管道无人机影像自动化处理等软件。,-63,-3.3013698630136985,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0014,688568,中科星图,14,75,4.0,发行人拥有雷达影像互动系统、区域规划三维场景模拟软件、无线自组网卫星通信信息一体化管理平台等核心软件著作权。发行人还拥有3DImageS三维可视地理信息系统、全球地理空间框架下的虚拟现实环境仿真软件等继受软件著作权。发行人共拥有39项软件著作权，涵盖卫星通信、遥感影像处理、地理信息系统等多个领域。,115,3.272727272727273,西安星图2018年至2019年取得的软件著作权覆盖雷达影像互动、区域规划三维场景模拟、卫星通信信息一体化、空间三维仿真、北斗高精度解算、遥感影像深度学习预测与训练、序列图像目标检测、测绘卫星连接点自动提取、GEOVISSDC空间数据云和GEOVISiFactory2智能处理平台。发行人还继受取得3DImageS三维可视地理信息系统、虚拟现实环境仿真、多尺度影像高速渲染、电子地图高速渲染、图像解译分析、遥感作业流程管理、气象海洋卫星反演和预处理等软件权利。,-40,0.7272727272727271,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0015,688568,中科星图,15,59,4.0,发行人拥有多项软件著作权，包括三维态势信息可视分析软件、九度数据云存储管理软件、九度地球空间信息资源管理平台等。发行人还拥有高效标绘软件、计量器具管理系统、燃气管网地理信息系统等。发行人基于深度学习的遥感影像油罐目标识别系统等多款软件。,131,3.235294117647059,发行人继受取得GEOPPT三维场景推演、三维态势可视分析、九度云存储、九度地球空间信息资源管理、九度高分图像处理、九度赛博网络空间可视化、GeoDoGIRS共享服务、遥感数据智能解译、SAR图像融合与变化检测、遥感智能预处理和共享分发等软件。2019年新增权利覆盖西安星图分布式云平台、GEOVISiData空天大数据产品平台、空间数据平台，以及南京星图GEOVIS-ENLA超低空预警防御、iView、iHand等系统；发行人还取得深度学习遥感油罐识别、多光谱预处理、水体提取、数值天气预报和GEOVIS综合指挥调度平台。,-72,0.7647058823529411,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0016,688568,中科星图,16,636,4.0,发行人拥有大量软件著作权，包括图像处理与编解码系统、区域预报技术云图开发系平台、呼叫中心平台、收费管理系统、客户服务系统、目标信息管理系统、二三维可视化显示软件、数据多维度可视化展示系统、电子数据综合处理应用软件、飞行任务推理技术研究软件、基础地理数据管理维护软件、基于 GEOVIS 可视化平台的海洋实况资料调度及显示软件、航行信息数据库软件、供电监控及设备保障系统、葵花八号 AHI 载荷的沙尘反演软件、信息空间数据聚合承载与智能服务系统、全球震源数据三维分析软件、多源重力数据基准统一软件、时变重力场精度评估软件、卫星轨道数值积分软件、卫星重力场反演空间基准统一软件、卫星重力场反演时间基准统一软件、卫星重力场快速产品分析软件、重力卫星 1C 级 ACC 数据预处理软件、重力卫星 1C 级 GNSS 数据预处理软件、重力卫星 1C 级 KBR 数据预处理软件、重力卫星 1C 级 SCA 数据预处理软件、试验环境模型显示系统、不规则区域船舶监控软件、数字地球一体机应用软件、气象数字地球应用平台、气象数据综合管理应用平台、GEOVIS iCenter 许可管理工具软件、大气污染热点网格监管平台、GEOVIS iSphere 数据购买与订阅服务平台、GEOVIS iExplorer 三维局部场景可视化软件、GEOVIS iExplorer 三维基础标绘软件、GEOVIS iSphere 违章建筑监测服务应用平台、高分辨率综合信息服务共享平台、三维气象数字地球可视化平台、面向全球用户的遥感知识库管理系统、应急研判与专题报告制作软件、雷达外推短临预报软件、基于多种算法模型的生态气象监测服务平台、雷达资料处理及融合分析软件、应急需求规划与辅助分析软件、区域云图预报校验软件、海浪动态流线绘制软件、时空大数据实时服务管理平台、多源资料融合短临预报软件、船舶轨迹智能分段软件、长期天气过程预报系统、空天地移动工作平台、基于多源卫星的大气温湿度廓线反演监测软件、气象多源资料融合分析作业监控平台、基于多源卫星的颗粒物遥感监测软件、基于多源卫星的气溶胶遥感监测软件、数值天气预报 GRIB 数据栅格化软件、遥感探矿监测平台、新型农牧业经营主体直通式气象服务系统、基于多源卫星的火点遥感监测软件、基于多源卫星的灰霾遥感监测软件、风云二号雷暴潜势监测系统、城市空间档案知识图谱应用平台、地质灾害遥感监测平台、船舶类型判别智能推断系统、社会治安防控实战应用平台、海量数据接入统计框架软件、基于三维数字地球的遥感数据共享软件、GV Globe 军用数字地球应用平台、GEOVIS iExplorer 三维军事场景标绘软件、空天地一体化宏观辅助决策服务软件、水文数据整编业务平台、水文预警预报系统、山洪灾害预警平台、智能调度系统、智慧水务云平台、燃气管道 GIS 系统、空天地一体化管道巡检系统、生产管理系统、水文综合业务监测系统、水质在线监测系统、高后果区立体化安防监控系统、移动式智能安全监控系统、应急指挥系统、智慧河长云平台、Geovis 智慧动员信息系统、多源重力数据快速仿真软件、基于 OpenMP 的重力场快速反演软件。,87,3.827956989247312,发行人及西安星图集中取得多项软件著作权，覆盖图像处理与编解码、区域预报云图、呼叫中心、收费管理、客户服务、二三维可视化、电子数据处理、飞行任务推理、基础地理数据管理、海洋实况调度、航行信息数据库、气象数字地球、遥感知识库、应急研判、雷达短临预报、多源卫星反演监测、船舶轨迹、数字地球一体机、军用数字地球、空天地一体化决策及智慧水务、管道巡检等系统。,549,0.172043010752688,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0017,688568,中科星图,17,121,2.1129032258064515,发行人拥有35项域名，并拥有多项软件著作权，包括基于轨道数据的卫星重力场反演软件等。公司形成了覆盖数字地球空天大数据获取、处理、承载、可视化和应用的自主核心技术。发行人拥有大数据技术、并行数据清洗技术、云端一体化地理物联网大数据处理技术、遥感影像存储及实时服务技术、分布式数据库数据组织及迁移技术、三维可视化技术、图形渲染引擎技术、海量多源数据融合可视化技术等核心技术，并拥有相关专利和软件著作权。这些核心技术支撑了公司GEOVIS软件销售与数据服务、技术开发与服务和一体机产品销售。,108,2.7439024390243905,截至2019年12月31日，发行人及控股子公司拥有35项域名，主要无形资产包括专利、软件著作权等，支撑GEOVIS软件销售与数据服务、技术开发与服务和一体机产品销售。发行人具备特种领域资质及高新技术企业、信息系统集成、测绘等经营资质；其数字地球核心技术覆盖空天大数据获取、处理、承载、可视化和应用，形成遥感数据快速引接、自动化影像生产、智能判读解译、三维渲染、移动目标清洗存储与多尺度渲染等能力，并由多项发明专利和软件著作权支撑。,13,-0.630999213217939,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0018,688568,中科星图,18,192,4.5,中科星图拥有多项北斗位置流数据实时空间聚合、VR/AR 特定化渲染、多源观看数据加载等发明专利，应用于数字地球领域。公司自主研发的地球建模技术支持多维智能体建模和数字地球智能化信息提取与重建。在人工智能技术方面，公司开发了基于卷积神经网络的遥感影像植被提取优化方法、基于深度学习的 GF2 遥感影像密集目标识别方法和系统等专利技术，应用于空天大数据生成对抗深度融合特征网络处理业务。公司还研发了基于分布式框架的遥感影像河流提取方法、基于全卷积神经网络的地物提取软件等，提升了植被分布和类别识别的精细程度。在云计算及高性能计算技术方面，公司构建了一体化承载框架，实现了各类系统资源的综合利用，并通过弹性伸缩、动态编排等技术提升了平台的稳定性、扩展性及动态适应能力。公司还研发了低延迟分布式并行计算平台、云系统服务器状态地图管理技术等，提升了数字地球数据及服务中心的运维效率。,114,3.7413793103448274,发行人核心技术包括虚拟现实数字地球建模、遥感影像目标识别、地物提取、植被提取、变化检测、管线隐患检测、云端大通量内容分发、网络云盘存储、动态负载均衡、多源遥感实时处理及GPU/CPU混合计算等，均标注为自主研发并对应发明专利或软件著作权。其中人工智能技术服务GEOVIS iFactory，实现目标和地物自动解译、变化监测；云计算和高性能计算技术服务GEOVIS iCenter、iFactory等平台，GPU/CPU混合计算效率较传统方法提升30-40倍。,78,0.7586206896551726,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0019,688568,中科星图,19,145,1.8148148148148149,公司拥有多项数字地球核心技术及软件著作权，包括SAR图像高精度定位软件、微波影像DSM生成技术、点云数据粗差探测技术等，并拥有多项发明专利。公司掌握大量数字地球领域的核心技术，在本领域处于国际先进水平并在卫星数据处理、应用承载等部分领域达到国际领先水平。公司已在中国境内积累大量发明专利及外观专利。公司基于GEOVIS数字地球成果申请获得的奖项包括北京市科学技术奖一等奖、国家规划布局内重点软件企业奖等。公司主要在研项目包括GEOVIS6数字地球产品运营，进一步拓展补充了欧比特等产品的互联网运营能力，实现“高分+北斗”的融合以及面向大众用户通过互联网提供高分数据及其增值云服务。,108,3.5733333333333333,发行人空天大数据处理及应用技术覆盖微波影像DSM生成、点云粗差探测、多源异构遥感数据处理、全球基准数据建立、地表变化检测、空天地一体化协同规划、地貌匹配、河流识别、地质灾害监测、火点识别、AIS目标三维态势展示等，并对应多项发明专利和软著。公司称其掌握大量数字地球核心技术，部分卫星数据处理、应用承载技术达到国际领先；2018年、2019年相关成果分别经含院士专家参与的科技成果鉴定或评价，确认国内领先、国际先进及个别技术国际领先。,37,-1.7585185185185184,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0020,688568,中科星图,20,181,1.8615384615384616,"公司推出数字地球公有云平台原型系统，并完成AI实时处理与分析原型验证环境建设。公司研制具有自主知识产权的国产化管线完整性管理平台，为线性资产完整性管理提供一体化平台。公司完成特种数字地球应用软件V2.0版本的软件开发，提升在特种领域市场的竞争力。公司研发投入分别为2,340.02万元、4,367.32万元和6,301.03万元，最近三年累计研发投入占最近三年营业收入的比例为11.92%。公司研发人员401人，占公司总人数的62.36%，其中硕士和博士以上人员占研发总人数的45.89%。公司核心技术人员包括邵宗有、胡煜等10人，他们在高性能计算技术、空天大数据处理技术等领域取得多项专业资质和重要科研成果。公司设立数字地球研究院、特种事业部等研发机构，围绕基础软件平台、应用软件平台产品研发和行业项目交付实施进行研发。",118,3.397727272727273,"发行人在研项目包括GEOVIS6数字地球、空天遥感数据AI实时处理与分析、PIM管线完整性管理、特种数字地球应用平台、FK数字地球、智慧城市高分数字地球平台和气象海洋环境仿真系统，多个项目已完成原型、关键技术验证或软件开发。报告期研发投入分别为2,340.02万元、4,367.32万元、6,301.03万元，三年累计占营业收入11.92%，无资本化开发支出；截至2019年末研发人员401人，占员工62.36%，本科以上占98.25%，硕博184人，核心技术人员10名。",63,-1.5361888111888111,siliconflow_glm4_32b_table2_next100_shard3_20260708
688568_1207992526_glm4_dewrap_join_chunk_0021,688568,中科星图,21,98,1.736842105263158,公司设有遥感测绘事业部、空天信息事业部、数据服务事业部等业务部门，负责GEOVISiFactory、GEOVIS数字地球等产品的设计、研发和推广。公司建立了科学合理的绩效考核和激励机制，对技术创新贡献突出的员工给予股权激励和专项奖金奖励。公司成立了数字地球院士专家工作站和空天大数据博士后科研工作站，开展地球大数据和空天大数据前沿技术研究。截至招股说明书签署日，公司未在境外进行生产经营活动。,78,1.85,公司遥感测绘、空天信息、数据服务等事业部负责GEOVIS相关产品设计研发、应用推广、项目交付和数据增值服务，软件测评部建设自动化测试体系。公司经批准建立数字地球院士专家工作站、空天大数据博士后科研工作站和企业科技协会，并通过绩效、股权、专项奖金、战略合作和内部交流促进技术创新；截至招股书签署日未在境外生产经营。,20,-0.1131578947368421,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027_1207992273_glm4_dewrap_join_chunk_0001,688027,国盾量子,1,120,2.2096774193548385,公司主要从事量子通信产品的研发、生产、销售及技术服务，为政务、金融、电力、国防等行业提供量子保密通信解决方案。公司拥有国内外量子技术相关专利212项，牵头制定国际标准2项、国家标准1项。公司主要产品包括量子保密通信网络核心设备、量子安全应用产品、核心组件及管控软件四大类。2019年，量子保密通信产品收入23.82亿元，占主营业务收入93.08%；华北地区收入17.77亿元，占69.46%。公司通过将量子通信产品销售给系统集成商实现盈利，研发模式坚持市场导向和核心技术自主研发。,122,2.5232558139534884,"公司主要从事量子通信产品研发、生产、销售及技术服务，提供光纤量子保密通信网络、星地一体广域量子保密通信地面站软硬件及政务、金融、电力、国防等解决方案。公司掌握自主知识产权的实用化量子保密通信核心技术，拥有国内外量子技术相关专利212项，并承担863计划等项目。主要产品包括量子保密通信网络核心设备、量子安全应用产品、核心组件和管控软件，应用于骨干网、城域网、局域网及行业示范场景。2019年主营业务收入25,587.18万元，其中量子保密通信产品占93.08%，QKD产品占59.64%。",-2,-0.3135783945986499,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027_1207992273_glm4_dewrap_join_chunk_0002,688027,国盾量子,2,181,0.9827586206896552,公司采用供应链管理中心负责采购，生产中心负责质检的采购模式，主要采购国内加工制造企业、代理商或贸易商的原材料。生产模式为自主生产，生产中心执行按销售计划制定的生产计划，并负责完善产品工艺、检测体系及技术。销售模式为直销，主要通过商务谈判和招投标方式获得订单，并提供网络咨询、远程调试、应急处理等服务。公司核心产品为QKD产品，主要工艺流程包括电子学单板生产、光学模块生产和整机组装测试。公司生产经营中产生的生活污水、VOCs、焊接烟尘等污染物经处理后达标排放。公司所属行业为C39计算机、通信和其他电子设备制造业，受中央网信办、国家发改委、公安部、工信部、国家密码管理局等多部门监管。公司产品涉及《中华人民共和国网络安全法》、《中华人民共和国国家安全法》等法律法规。国家相关部委制定了一系列推动量子保密通信网络的政策、规划。,106,1.7142857142857142,公司采购由供应链管理中心负责，按生产计划制定采购计划并主要采取签约渠道采购，供应商为国内加工制造企业、代理商或贸易商。公司采用自主生产，生产以产品核心模块制造及整机装配为主，建有生产车间、高低温实验室、核心组件测试实验室及整机装配测试生产线等设施。销售模式为直销，主要通过商务谈判和招投标获得订单，定价区间一般为基准定价±20%以内。核心产品QKD工艺流程包括电子学单板生产、光学模块生产、整机组装测试、高温老化和检验入库。,75,-0.7315270935960589,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027_1207992273_glm4_dewrap_join_chunk_0003,688027,国盾量子,3,88,0.5,"公司是国内率先从事量子通信技术产业化的企业，产品已应用于量子保密通信“京沪干线”、“武合干线”等骨干网和多个城域网。截至2018年末，我国已建成的实用化光纤量子保密通信网络总长7,000余公里，其中超过6,000公里使用了公司产品。公司产品已示范性应用于政务、金融、电力、国防等行业。公司支撑了国内绝大部分量子保密通信网络建设，促进了相关标准的制定。",109,1.551282051282051,"公司作为国内率先从事量子通信技术产业化的企业，称其技术能力推动行业成长，并使我国在该领域占据国际领先地位。公司已研制基于量子密钥分发技术的量子保密通信网络核心设备，应用于量子保密通信网络建设，并示范应用于政务、金融、电力、国防等领域。公司产品已应用于“京沪干线”“武合干线”及合肥、济南、武汉、北京、上海、贵阳等城域网；截至2018年末，国内实用化光纤量子保密通信网络总长7,000余公里，其中超过6,000公里使用公司产品且在线运行。",-21,-1.051282051282051,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027_1207992273_glm4_dewrap_join_chunk_0004,688027,国盾量子,4,142,1.5806451612903225,我国在量子密钥分发领域取得多项世界纪录，包括404公里光纤量子密钥分发和1200公里自由空间量子密钥分发。量子保密通信与非量子保密通信在技术原理和实现方式上存在差异，前者基于物理原理，具有可证明的信息理论安全，后者基于数学算法，安全性依赖于计算复杂性。我国已建成多条量子保密通信网络，如“京沪干线”和“墨子号”量子科学实验卫星应用平台，并在政务、金融、电力等领域开展应用试点。公司参与了合肥城域量子通信试验示范网、新华社金融信息量子通信验证网等项目建设，并提供量子通信系列产品和解决方案。公司正研发量子通信设备专用SOC芯片和光电集成芯片，以降低设备成本、体积和能耗。,103,1.8414634146341464,公司为多数量子保密通信网络项目提供量子通信系列产品和解决方案，表列32项国内网络中多数标注由公司提供设备，覆盖京沪干线、武合干线、多个城域网及银行、电力等行业应用网络。公司前沿技术研究院围绕小型化地面空间站开展设备研发并取得阶段性成果。公司设立集成电路研究团队开展量子通信设备专用SOC芯片研发，并与光迅科技合资从事量子通信设备光电集成芯片研发。公司QKD产品线正在改造升级现有设备，以满足新型QKD协议需求。,39,-0.2608182533438239,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027_1207992273_glm4_dewrap_join_chunk_0005,688027,国盾量子,5,173,1.9827586206896552,"公司是我国量子通信领域市场占有率最高的行业领先企业，截至2018年末，我国已建成的实用化光纤量子保密通信网络总长7,000余公里，其中超过6,000公里使用了公司提供的产品且处于在线运行状态。公司拥有专利212项，其中发明专利50项、实用新型专利118项、外观设计专利33项、国际专利11项，计算机软件著作权195项。公司核心技术支撑了主要产品市场竞争力，产品应用于量子保密通信骨干网、城域网、局域网及其他行业和领域的应用。公司正在牵头或参与多项国际、国家及行业标准的制定，主要为牵头国际标准2项、国家标准1项、密码行业标准预研2项、通信行业标准预研3项；参与国际标准2项、国家标准1项、密码行业标准及标准预研2项、通信行业标准及标准预研12项、金融领域行业标准2项、电力领域行业标准2项。",118,1.8645833333333333,"公司基于量子保密通信系列产品和解决方案，在金融、电力等领域形成多类应用，涉及人民银行、工商银行、中国银行、国家电网相关单位等用户或实施单位。公司是我国量子通信领域市场占有率最高的行业领先企业，截至2018年末，国内实用化光纤量子保密通信网络总长7,000余公里，其中超过6,000公里使用公司产品且在线运行，合计部署公司产品网络总长6,475公里。公司拥有专利212项、软件著作权195项及多项非专利技术，并牵头或参与国际、国家、密码、通信、金融和电力领域多项标准制定。",55,0.1181752873563219,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027_1207992273_glm4_dewrap_join_chunk_0006,688027,国盾量子,6,115,1.8148148148148149,公司是我国量子通信技术产业化的先驱，拥有11项国际先进和6项国内先进的核心技术，应用于量子保密通信网络核心设备、量子安全应用产品等四大系列产品。公司是量子保密通信行业市场占有率最高的行业领先企业，在行业内形成了核心竞争力。公司主要从事量子通信产品的研发、生产、销售及技术服务。公司与卫士通、飞天诚信、中孚信息、格尔软件等4家上市公司在业务范围、技术实力、资质认证等方面存在差异。公司拥有33项相关发明专利与65项相关软件著作权，参与了多项国家信息安全的制定。,139,1.8243243243243243,"公司将17项核心技术应用于QKD、波分复用、光源模块、量子密钥管理机、量子VPN、量子加密路由器和QSS等产品，形成量子保密通信网络核心设备、量子安全应用产品、核心组件及管控软件四大系列。公司为我国量子通信领域市场占有率最高的行业领先企业，已掌握量子通信核心技术，拥有212项专利、195项软件著作权，并牵头或参与多项国际、国家及行业标准制定。截至2018年末，我国已建成7,000余公里实用化光纤量子保密通信网络中，超过6,000公里使用公司产品；其QKD设备最大衰减24dB，成码率为80kbps@10dB、6kbps@12dB、1kbps@24dB。",-24,-0.0095095095095094,siliconflow_glm4_32b_table2_next100_shard3_20260708
688027_1207992273_glm4_dewrap_join_chunk_0007,688027,国盾量子,7,136,1.8870967741935485,"公司掌握量子通信核心技术，拥有212项专利（含50项发明专利），在量子保密通信“京沪干线”、“武合干线”等骨干网工程中提供核心设备。公司产品已在超过6,000公里光纤量子保密通信网络中在线运行，应用于金融、电力等领域。2019年，量子保密通信产品销售收入达23,817.67万元，占主营业务收入93.08%。公司拥有QKD产品年产能951台，2019年产量238台，销量634台。QKD产品销售均价从2017年的40.85万元/台降至2019年的29.98万元/台。公司竞争优势包括核心技术、人才、品牌、工程应用、核心组件自主可控及资质优势。",182,2.3020833333333335,"公司掌握量子通信系列核心技术并持续优化，基础研究向工程应用转化能力达到国际领先水平，拥有安徽省认定企业技术中心、安徽省量子信息工程技术研究中心，已取得212项专利、195项软件著作权，并拥有多项非专利技术。公司产品用于京沪干线、武合干线等骨干网工程及多项重大活动保障，超过6,000公里光纤量子保密通信网络使用公司产品并在线运行，应用覆盖金融、电力等场景。报告期内量子保密通信产品收入分别为26,634.58万元、24,615.67万元、23,817.67万元，占比分别为97.75%、95.81%、93.08%；其中QKD产品为核心产品，2019年收入15,259.64万元，占59.64%。QKD年产能951台，2017至2019年销量分别为647台、697台、634台，销售均价由40.85万元/台降至29.98万元/台。",-46,-0.414986559139785,siliconflow_glm4_32b_table2_next100_shard3_20260708
