code,sec_name_csmar,company_name_csmar,list_date_csmar,list_year_csmar,prospectus_publish_date_csmar,prospectus_sign_date_csmar,issue_price,gross_proceeds,issue_fee,sponsor,Listexg,Nindcd,Nindnme,IndustryCodeC,IndustryNameC,sec_name,first_trade_date,listing_year,Redundancy,BHAR,FSales_Growth,FInvention,_merge,in_csmar_star_ipo_2019_2023,in_current_x_master,valid_overlap,list_year_compare
688375,国博电子,南京国博电子股份有限公司,2022-07-22,2022.0,2022-07-15,2022-07-15,70.88,283590.88,9295.07,招商证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,国博电子,2022-07-22,2022.0,30.74191419141914,-0.1921527456251328,0.0307619925966654,1.3862943611198906,both,True,True,True,2022.0
688382,益方生物,益方生物科技(上海)股份有限公司,2022-07-25,2022.0,2022-07-20,2022-07-20,18.12,208380.0,10164.663,中信证券股份有限公司,1,C27,医药制造业,None,None,益方生物,2022-07-25,2022.0,29.68495575221239,-0.132719394704355,,3.367295829986474,both,True,True,True,2022.0
688253,英诺特,北京英诺特生物技术股份有限公司,2022-07-28,2022.0,2022-07-25,2022-07-25,26.06,88656.12,8607.83,华泰联合证券有限责任公司,1,C27,医药制造业,None,None,英诺特,2022-07-28,2022.0,32.05397885364496,-0.3170781595353281,0.070307103174474,,both,True,True,True,2022.0
688130,晶华微,杭州晶华微电子股份有限公司,2022-07-29,2022.0,2022-07-26,2022-07-26,62.98,104798.72,12745.0183,海通证券股份有限公司,1,I65,软件和信息技术服务业,None,None,晶华微,2022-07-29,2022.0,26.239970824215906,-0.220436022061202,0.1419463994659434,1.3862943611198906,both,True,True,True,2022.0
688371,菲沃泰,江苏菲沃泰纳米科技股份有限公司,2022-08-02,2022.0,2022-07-28,2022-07-28,18.54,155491.44,11852.83,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,菲沃泰,2022-08-02,2022.0,31.06317044100119,-0.2893842830871305,-0.2190659218185838,4.127134385045092,both,True,True,True,2022.0
688373,盟科药业,上海盟科药业股份有限公司,2022-08-05,2022.0,2022-08-02,2022-08-02,8.16,106080.0,10107.21,中国国际金融股份有限公司,1,C27,医药制造业,None,None,盟科药业,2022-08-05,2022.0,36.42329873125721,-0.3060984062284512,0.8830639105862003,1.0986122886681098,both,True,True,True,2022.0
688380,中微半导,中微半导体(深圳)股份有限公司,2022-08-05,2022.0,2022-08-02,2022-08-02,30.86,194418.0,12767.91,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,中微半导,2022-08-05,2022.0,31.043204320432043,-0.424519097216634,0.1205665145391237,2.1972245773362196,both,True,True,True,2022.0
688205,德科立,无锡市德科立光电子技术股份有限公司,2022-08-09,2022.0,2022-08-04,2022-08-04,48.51,117976.32,8540.9219,国泰君安证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,德科立,2022-08-09,2022.0,24.760845986984815,0.0268624298404076,0.1460829260479874,2.4849066497880004,both,True,True,True,2022.0
688273,麦澜德,南京麦澜德医疗科技股份有限公司,2022-08-11,2022.0,2022-08-08,2022-08-08,40.29,100725.0,9749.15,南京证券股份有限公司,1,C35,专用设备制造业,None,None,麦澜德,2022-08-11,2022.0,28.1275,-0.0872718465558993,-0.0956903563035195,2.0794415416798357,both,True,True,True,2022.0
688041,海光信息,海光信息技术股份有限公司,2022-08-12,2022.0,2022-08-09,2022-08-09,36.0,1080000.0,21721.07,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,海光信息,2022-08-12,2022.0,31.296564195298373,-0.0131443658939276,0.1730119345321268,5.84354441703136,both,True,True,True,2022.0
688203,海正生材,浙江海正生物材料股份有限公司,2022-08-16,2022.0,2022-08-11,2022-08-11,16.68,84516.75,9430.64,中信建投证券股份有限公司,1,C28,化学纤维制造业,None,None,海正生材,2022-08-16,2022.0,31.4967689822294,-0.240137006754737,0.2442626778336093,1.6094379124341005,both,True,True,True,2022.0
688401,路维光电,深圳市路维光电股份有限公司,2022-08-17,2022.0,2022-08-12,2022-08-12,25.08,83600.67,7549.62,国信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,路维光电,2022-08-17,2022.0,28.97553516819572,-0.1461963052032663,0.0505938279047946,1.3862943611198906,both,True,True,True,2022.0
688292,浩瀚深度,北京浩瀚深度信息技术股份有限公司,2022-08-18,2022.0,2022-08-11,2022-08-11,16.56,65058.72,7889.49,国金证券股份有限公司,1,I65,软件和信息技术服务业,None,None,浩瀚深度,2022-08-18,2022.0,27.54055415617129,0.8400721414649196,0.1585139780151984,2.302585092994046,both,True,True,True,2022.0
688403,汇成股份,合肥新汇成微电子股份有限公司,2022-08-18,2022.0,2022-08-12,2022-08-12,8.88,148269.9425,16233.9778,海通证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,汇成股份,2022-08-18,2022.0,30.611681136543016,-0.2789701849952971,0.31781975105342,1.9459101490553132,both,True,True,True,2022.0
688271,联影医疗,上海联影医疗科技股份有限公司,2022-08-22,2022.0,2022-08-16,2022-08-16,109.88,1098800.0,26415.85,"中国国际金融股份有限公司,中信证券股份有限公司",1,C35,专用设备制造业,None,None,联影医疗,2022-08-22,2022.0,28.450017537706067,-0.3224404206200514,0.2351822953598412,6.593044534142437,both,True,True,True,2022.0
688381,帝奥微,江苏帝奥微电子股份有限公司,2022-08-23,2022.0,2022-08-17,2022-08-17,41.68,262792.4,21232.2036,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,帝奥微,2022-08-23,2022.0,26.397252747252747,-0.3327944367606027,-0.2396168423487928,2.833213344056216,both,True,True,True,2022.0
688247,宣泰医药,上海宣泰医药科技股份有限公司,2022-08-25,2022.0,2022-08-22,2022-08-22,9.37,42483.58,4761.77,海通证券股份有限公司,1,C27,医药制造业,None,None,宣泰医药,2022-08-25,2022.0,30.26197541331073,-0.1733504438883202,0.2112956121732756,0.6931471805599453,both,True,True,True,2022.0
688370,丛麟科技,上海丛麟环保科技股份有限公司,2022-08-25,2022.0,2022-08-19,2022-08-19,59.76,158998.56,15309.6,中信证券股份有限公司,1,N77,生态保护和环境治理业,None,None,丛麟科技,2022-08-25,2022.0,33.95306859205776,-0.1346459332218933,-0.1341504664502937,1.791759469228055,both,True,True,True,2022.0
688439,振华风光,贵州振华风光半导体股份有限公司,2022-08-26,2022.0,2022-08-23,2022-08-23,66.99,334950.0,8957.64,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,振华风光,2022-08-26,2022.0,30.18059558117195,-0.0190465748736524,0.6653841210479737,2.772588722239781,both,True,True,True,2022.0
688416,恒烁股份,恒烁半导体(合肥)股份有限公司,2022-08-29,2022.0,2022-08-24,2022-08-24,65.11,134517.26,13553.22,国元证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,恒烁股份,2022-08-29,2022.0,27.765858690046414,0.3000709704247879,-0.2941276389562112,2.0794415416798357,both,True,True,True,2022.0
688351,微电生理,上海微创电生理医疗科技股份有限公司,2022-08-31,2022.0,2022-08-25,2022-08-25,16.51,116560.6,9572.61,华泰联合证券有限责任公司,1,C35,专用设备制造业,None,None,微电生理,2022-08-31,2022.0,26.08792372881356,0.50678375294545,0.2645536252648318,2.9444389791664403,both,True,True,True,2022.0
688293,奥浦迈,上海奥浦迈生物科技股份有限公司,2022-09-02,2022.0,2022-08-30,2022-08-30,80.2,164370.5576,13276.0797,海通证券股份有限公司,1,M73,研究和试验发展,None,None,奥浦迈,2022-09-02,2022.0,31.374084919472914,-0.4360938103287918,-0.1740749286927176,1.6094379124341005,both,True,True,True,2022.0
688114,华大智造,深圳华大智造科技股份有限公司,2022-09-09,2022.0,2022-09-06,2022-09-06,87.18,360223.18,31767.74,中信证券股份有限公司,1,C35,专用设备制造业,None,None,华大智造,2022-09-09,2022.0,25.22175438596491,-0.2887503406270111,-0.3118980140309661,4.77912349311153,both,True,True,True,2022.0
688391,钜泉科技,钜泉光电科技(上海)股份有限公司,2022-09-13,2022.0,2022-09-07,2022-09-07,115.0,165600.0,16362.97,国金证券股份有限公司,1,I65,软件和信息技术服务业,None,None,钜泉科技,2022-09-13,2022.0,28.594582392776523,-0.4330362890016105,-0.150525978885961,1.9459101490553132,both,True,True,True,2022.0
688455,科捷智能,科捷智能科技股份有限公司,2022-09-15,2022.0,2022-09-09,2022-09-09,21.88,98924.49,9787.39,国泰君安证券股份有限公司,1,C34,通用设备制造业,None,None,科捷智能,2022-09-15,2022.0,29.131792896876338,-0.3749559992151791,-0.3120493827938088,3.218875824868201,both,True,True,True,2022.0
688035,德邦科技,烟台德邦科技股份有限公司,2022-09-19,2022.0,2022-09-14,2022-09-14,46.12,164002.72,15254.4,东方证券承销保荐有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,德邦科技,2022-09-19,2022.0,25.99604966139955,-0.3510459252488105,0.003720787561921,3.1780538303479458,both,True,True,True,2022.0
688184,帕瓦股份,浙江帕瓦新能源股份有限公司,2022-09-19,2022.0,2022-09-14,2022-09-14,51.88,174288.5617,14775.5573,海通证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,帕瓦股份,2022-09-19,2022.0,26.18174133558749,-0.3956271802466942,-0.4238387890595216,3.688879454113936,both,True,True,True,2022.0
688428,诺诚健华,诺诚健华医药有限公司,2022-09-21,2022.0,2022-09-16,2022-09-16,11.03,291906.98,14025.42,中国国际金融股份有限公司,1,C27,医药制造业,None,None,诺诚健华,2022-09-21,2022.0,28.71713747645951,0.0648333708041568,0.1808956241993792,2.995732273553991,both,True,True,True,2022.0
688448,磁谷科技,南京磁谷科技股份有限公司,2022-09-21,2022.0,2022-09-15,2022-09-15,32.9,58612.34,5755.49,兴业证券股份有限公司,1,C34,通用设备制造业,None,None,磁谷科技,2022-09-21,2022.0,27.38292194796531,0.0711980626047306,0.2015892845302322,3.1354942159291497,both,True,True,True,2022.0
688132,邦彦技术,邦彦技术股份有限公司,2022-09-23,2022.0,2022-09-20,2022-09-20,28.88,109906.6,12484.63,国信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,邦彦技术,2022-09-23,2022.0,28.551595744680853,-0.176833836882816,-0.4967344276380817,2.8903717578961645,both,True,True,True,2022.0
688387,信科移动,中信科移动通信技术股份有限公司,2022-09-26,2022.0,2022-09-21,2022-09-21,6.05,413668.75,12536.22,申万宏源证券承销保荐有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,信科移动,2022-09-26,2022.0,31.91858200233736,0.223586790542978,0.1342557396612041,7.226936018493289,both,True,True,True,2022.0
688252,天德钰,深圳天德钰科技股份有限公司,2022-09-27,2022.0,2022-09-22,2022-09-22,21.68,87924.54,9524.01,中信证券股份有限公司,1,I65,软件和信息技术服务业,None,None,天德钰,2022-09-27,2022.0,30.20456333595594,-0.1444174209656484,0.008822806627738,2.3978952727983707,both,True,True,True,2022.0
688392,骄成超声,上海骄成超声波技术股份有限公司,2022-09-27,2022.0,2022-09-21,2022-09-21,71.18,145919.0,16282.7816,海通证券股份有限公司,1,C35,专用设备制造业,None,None,骄成超声,2022-09-27,2022.0,30.712737127371273,-0.0739085225625855,0.0051663631882272,2.9444389791664403,both,True,True,True,2022.0
688137,近岸蛋白,苏州近岸蛋白质科技股份有限公司,2022-09-29,2022.0,2022-09-26,2022-09-26,106.19,186298.25,12078.67,民生证券股份有限公司,1,M73,研究和试验发展,None,None,近岸蛋白,2022-09-29,2022.0,30.309535452322734,-0.3784392757626713,-0.4209441789436504,1.3862943611198906,both,True,True,True,2022.0
688275,万润新能,湖北万润新能源科技股份有限公司,2022-09-29,2022.0,2022-09-23,2022-09-23,299.88,638858.2045,24295.9431,东海证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,万润新能,2022-09-29,2022.0,30.075559701492537,-0.6288229518971806,-0.0143511223888149,3.4011973816621555,both,True,True,True,2022.0
688409,富创精密,沈阳富创精密设备股份有限公司,2022-10-10,2022.0,2022-09-28,2022-09-28,69.99,365791.07,26309.95,中信证券股份有限公司,1,C34,通用设备制造业,None,None,富创精密,2022-10-10,2022.0,28.79219512195122,-0.3001003966425257,0.3375234389961181,1.6094379124341005,both,True,True,True,2022.0
688073,毕得医药,上海毕得医药科技股份有限公司,2022-10-11,2022.0,2022-09-29,2022-09-29,88.0,142816.08,11916.1935,海通证券股份有限公司,1,M73,研究和试验发展,None,None,毕得医药,2022-10-11,2022.0,28.93852631578947,0.3149654150033645,0.3094472940785738,2.3978952727983707,both,True,True,True,2022.0
688459,哈铁科技,哈尔滨国铁科技集团股份有限公司,2022-10-12,2022.0,2022-09-30,2022-09-30,13.58,162960.0,11853.2,国泰君安证券股份有限公司,1,C37,铁路、船舶、航空航天和其它运输设备制造业,None,None,哈铁科技,2022-10-12,2022.0,29.34943429068755,-0.0539332369184828,0.0664815474997699,2.70805020110221,both,True,True,True,2022.0
688031,星环科技,星环信息科技(上海)股份有限公司,2022-10-18,2022.0,2022-10-13,2022-10-13,47.34,143016.98,8233.69,中国国际金融股份有限公司,1,I65,软件和信息技术服务业,None,None,星环科技,2022-10-18,2022.0,30.050230221850143,-0.2703989181242581,0.3171570816991594,3.091042453358316,both,True,True,True,2022.0
688061,灿瑞科技,上海灿瑞科技股份有限公司,2022-10-18,2022.0,2022-10-13,2022-10-13,112.69,217230.26,17232.66,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,灿瑞科技,2022-10-18,2022.0,32.661818181818184,-0.3771936398026019,-0.2336930663661251,2.70805020110221,both,True,True,True,2022.0
688244,永信至诚,北京永信至诚科技股份有限公司,2022-10-19,2022.0,2022-10-14,2022-10-14,49.19,57590.8,6985.43,国信证券股份有限公司,1,I65,软件和信息技术服务业,None,None,永信至诚,2022-10-19,2022.0,28.707245155855095,0.2018011231046217,0.1971968004677829,2.9444389791664403,both,True,True,True,2022.0
688426,康为世纪,江苏康为世纪生物科技股份有限公司,2022-10-25,2022.0,2022-10-20,2022-10-20,48.98,114075.78,8645.43,中信证券股份有限公司,1,C27,医药制造业,None,None,康为世纪,2022-10-25,2022.0,29.31866464339909,-0.2038688808743842,-0.5902465738445307,1.3862943611198906,both,True,True,True,2022.0
688291,金橙子,北京金橙子科技股份有限公司,2022-10-26,2022.0,2022-10-19,2022-10-19,26.77,68709.76,8088.44,安信证券股份有限公司,1,I65,软件和信息技术服务业,None,None,金橙子,2022-10-26,2022.0,26.847058823529412,-0.0919800264483424,0.1099612899362553,2.9444389791664403,both,True,True,True,2022.0
688372,伟测科技,上海伟测半导体科技股份有限公司,2022-10-26,2022.0,2022-10-21,2022-10-21,61.49,134064.8023,10346.8474,方正证券承销保荐有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,伟测科技,2022-10-26,2022.0,29.86410635155096,0.0612803475157708,0.0047768380645479,0.6931471805599453,both,True,True,True,2022.0
688152,麒麟信安,湖南麒麟信安科技股份有限公司,2022-10-28,2022.0,2022-10-20,2022-10-20,68.89,91011.83,7692.71,中泰证券股份有限公司,1,I65,软件和信息技术服务业,None,None,麒麟信安,2022-10-28,2022.0,29.62290502793296,-0.5648532300355271,-0.5902465738445307,2.3978952727983707,both,True,True,True,2022.0
688419,耐科装备,安徽耐科装备科技股份有限公司,2022-11-07,2022.0,2022-11-02,2022-11-02,37.85,77592.5,7459.3726,国元证券股份有限公司,1,C35,专用设备制造业,None,None,耐科装备,2022-11-07,2022.0,30.136580201164637,-0.0279558932503869,-0.2638530340457614,0.6931471805599453,both,True,True,True,2022.0
688432,有研硅,有研半导体硅材料股份公司,2022-11-10,2022.0,2022-11-07,2022-11-07,9.91,185458.87,19062.15,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,有研硅,2022-11-10,2022.0,28.243331164606374,-0.3107867643936873,-0.1828575166327836,1.9459101490553132,both,True,True,True,2022.0
688362,甬矽电子,甬矽电子(宁波)股份有限公司,2022-11-16,2022.0,2022-11-11,2022-11-11,18.54,111240.0,10332.104,方正证券承销保荐有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,甬矽电子,2022-11-16,2022.0,24.757757212847032,-0.0244231634995212,0.0982311202575775,2.833213344056216,both,True,True,True,2022.0
688376,美埃科技,美埃(中国)环境科技股份有限公司,2022-11-18,2022.0,2022-11-14,2022-11-14,29.19,98078.4,8897.3422,长江证券承销保荐有限公司,1,C35,专用设备制造业,None,None,美埃科技,2022-11-18,2022.0,24.801498127340825,0.0260801374617423,0.226817505102845,1.791759469228055,both,True,True,True,2022.0
688480,赛恩斯,赛恩斯环保股份有限公司,2022-11-25,2022.0,2022-11-22,2022-11-22,19.18,45469.3873,5544.9117,申万宏源证券承销保荐有限责任公司,1,N77,生态保护和环境治理业,None,None,赛恩斯,2022-11-25,2022.0,29.75149838635316,0.6185563650133655,0.4746829060254958,2.302585092994046,both,True,True,True,2022.0
688489,三未信安,三未信安科技股份有限公司,2022-12-02,2022.0,2022-11-29,2022-11-29,78.89,150995.46,13909.05,国泰君安证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,三未信安,2022-12-02,2022.0,24.413019693654267,-0.3500954229585878,0.0554374341258586,3.6375861597263857,both,True,True,True,2022.0
688084,晶品特装,北京晶品特装科技股份有限公司,2022-12-08,2022.0,2022-12-05,2022-12-05,60.98,115862.0,9134.3139,长江证券承销保荐有限公司,1,C35,专用设备制造业,None,None,晶品特装,2022-12-08,2022.0,33.2219053051911,-0.1431602582640672,-0.1941242807160454,1.791759469228055,both,True,True,True,2022.0
688420,美腾科技,天津美腾科技股份有限公司,2022-12-09,2022.0,2022-12-05,2022-12-05,48.96,108250.56,10807.89,华泰联合证券有限责任公司,1,C35,专用设备制造业,None,None,美腾科技,2022-12-09,2022.0,28.634134134134133,-0.4460714697003096,0.1648611722377533,3.49650756146648,both,True,True,True,2022.0
688503,聚和材料,常州聚和新材料股份有限公司,2022-12-09,2022.0,2022-12-06,2022-12-06,110.0,308000.0,15986.7438,安信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,聚和材料,2022-12-09,2022.0,26.140392156862745,-0.4377340834139503,0.582108319479104,2.302585092994046,both,True,True,True,2022.0
688143,长盈通,武汉长盈通光电技术股份有限公司,2022-12-12,2022.0,2022-12-05,2022-12-05,35.67,83944.1514,8420.8667,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,长盈通,2022-12-12,2022.0,30.866387337057727,-0.0032306852152084,-0.2982205300030567,2.5649493574615367,both,True,True,True,2022.0
688172,燕东微,北京燕东微电子股份有限公司,2022-12-16,2022.0,2022-12-13,2022-12-13,21.98,395344.6285,19693.2885,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,燕东微,2022-12-16,2022.0,30.10879904875149,-0.2081751834512079,-0.0222141138440319,2.6390573296152584,both,True,True,True,2022.0
688498,源杰科技,陕西源杰半导体科技股份有限公司,2022-12-21,2022.0,2022-12-16,2022-12-16,100.66,150990.0,13122.27,国泰君安证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,源杰科技,2022-12-21,2022.0,29.01982228298018,0.7512795276023874,-0.4895689120878864,1.3862943611198906,both,True,True,True,2022.0
688141,杰华特,杰华特微电子股份有限公司,2022-12-23,2022.0,2022-12-20,2022-12-20,38.26,222214.08,16745.587,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,杰华特,2022-12-23,2022.0,28.78148148148148,-0.5291999986659622,-0.1042562376304178,4.624972813284271,both,True,True,True,2022.0
688147,微导纳米,江苏微导纳米科技股份有限公司,2022-12-23,2022.0,2022-12-20,2022-12-20,24.21,110023.65,7676.51,浙商证券股份有限公司,1,C35,专用设备制造业,None,None,微导纳米,2022-12-23,2022.0,28.221523410202657,0.2633048796335574,1.4538964664880634,3.044522437723423,both,True,True,True,2022.0
688410,山外山,重庆山外山血液净化技术股份有限公司,2022-12-26,2022.0,2022-12-21,2022-12-21,32.3,116893.7,10182.61,西部证券股份有限公司,1,C35,专用设备制造业,None,None,山外山,2022-12-26,2022.0,29.255255255255257,0.699218397399876,0.8065169150353974,2.0794415416798357,both,True,True,True,2022.0
688475,萤石网络,杭州萤石网络股份有限公司,2022-12-28,2022.0,2022-12-22,2022-12-22,28.77,323662.5,11525.97,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,萤石网络,2022-12-28,2022.0,29.856997971602436,0.6514095109403882,0.1238718576730468,4.51085950651685,both,True,True,True,2022.0
688496,清越科技,苏州清越光电科技股份有限公司,2022-12-28,2022.0,2022-12-23,2022-12-23,9.16,82440.0,8944.526,广发证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,清越科技,2022-12-28,2022.0,26.333933933933935,0.9968514309679968,-0.3669031771811746,2.833213344056216,both,True,True,True,2022.0
688525,佰维存储,深圳佰维存储科技股份有限公司,2022-12-30,2022.0,2022-12-27,2022-12-27,13.99,60203.0467,7937.0269,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,佰维存储,2022-12-30,2022.0,29.948257080610023,1.5545992265936353,0.2026529736226469,4.04305126783455,both,True,True,True,2022.0
688506,百利天恒,四川百利天恒药业股份有限公司,2023-01-06,2023.0,2022-12-30,2022-12-30,24.7,99047.0,10607.257,安信证券股份有限公司,1,C27,医药制造业,None,None,百利天恒,2023-01-06,2023.0,29.331957699252,1.918154954299888,9.363091468250731,4.110873864173311,both,True,True,True,2023.0
688485,九州一轨,北京九州一轨环境科技股份有限公司,2023-01-18,2023.0,2023-01-13,2023-01-13,17.47,65640.06,7518.19,国金证券股份有限公司,1,N77,生态保护和环境治理业,None,None,九州一轨,2023-01-18,2023.0,31.283039058319957,-0.2533231916463986,0.306961156816593,2.1972245773362196,both,True,True,True,2023.0
688435,英方软件,上海英方软件股份有限公司,2023-01-19,2023.0,2023-01-16,2023-01-16,38.66,80980.09,7813.75,兴业证券股份有限公司,1,I65,软件和信息技术服务业,None,None,英方软件,2023-01-19,2023.0,24.665234375,-0.3835349579288225,-0.216460012928394,2.302585092994046,both,True,True,True,2023.0
688515,裕太微,裕太微电子股份有限公司,2023-02-10,2023.0,2023-02-03,2023-02-03,92.0,184000.0,16830.0199,海通证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,裕太微,2023-02-10,2023.0,29.924981791697014,-0.4450356829302989,0.4485664395304689,3.1354942159291497,both,True,True,True,2023.0
688307,中润光学,嘉兴中润光学科技股份有限公司,2023-02-16,2023.0,2023-02-10,2023-02-10,23.88,52536.0,7918.99,国信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,中润光学,2023-02-16,2023.0,27.207518337408313,-0.3074759473443674,0.2001166680013635,3.295836866004329,both,True,True,True,2023.0
688486,龙迅股份,龙迅半导体(合肥)股份有限公司,2023-02-21,2023.0,2023-02-14,2023-02-14,64.76,112130.1,9102.0,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,龙迅股份,2023-02-21,2023.0,29.5906432748538,0.3153009927192013,0.4420750393332944,2.772588722239781,both,True,True,True,2023.0
688522,纳睿雷达,广东纳睿雷达科技股份有限公司,2023-03-01,2023.0,2023-02-24,2023-02-24,46.68,180496.62,15081.06,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,纳睿雷达,2023-03-01,2023.0,29.65332326283988,-0.0482337453224444,0.6248800933144038,2.995732273553991,both,True,True,True,2023.0
688502,茂莱光学,南京茂莱光学科技股份有限公司,2023-03-09,2023.0,2023-03-02,2023-03-02,69.72,92030.4,10896.22,中国国际金融股份有限公司,1,C40,仪器仪表制造业,None,None,茂莱光学,2023-03-09,2023.0,28.273235800344235,-0.1155914771473974,0.0978119560758836,3.4657359027997265,both,True,True,True,2023.0
688531,日联科技,无锡日联科技股份有限公司,2023-03-31,2023.0,2023-03-28,2023-03-28,152.38,302495.1303,29416.0601,海通证券股份有限公司,1,C35,专用设备制造业,None,None,日联科技,2023-03-31,2023.0,28.618112384069832,-0.3394740395497607,0.2589462412519818,3.5263605246161616,both,True,True,True,2023.0
688343,云天励飞,深圳云天励飞技术股份有限公司,2023-04-04,2023.0,2023-03-30,2023-03-30,43.92,389936.82,31583.06,中信证券股份有限公司,1,I65,软件和信息技术服务业,None,None,云天励飞,2023-04-04,2023.0,34.1144578313253,-0.3934868429023748,0.8129570176726284,5.480638923341991,both,True,True,True,2023.0
688535,华海诚科,江苏华海诚科新材料股份有限公司,2023-04-04,2023.0,2023-03-30,2023-03-30,35.0,70630.0,7336.18,光大证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,华海诚科,2023-04-04,2023.0,26.38876889848812,0.3562610481802496,0.1722600702067961,1.3862943611198906,both,True,True,True,2023.0
688484,南芯科技,上海南芯半导体科技股份有限公司,2023-04-07,2023.0,2023-03-30,2023-03-30,39.99,254056.47,16572.7598,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,南芯科技,2023-04-07,2023.0,31.2392578125,-0.0791219085162378,0.441926876828383,3.258096538021482,both,True,True,True,2023.0
688433,华曙高科,湖南华曙高科技股份有限公司,2023-04-17,2023.0,2023-04-11,2023-04-11,26.66,110458.39,8124.95,西部证券股份有限公司,1,C34,通用设备制造业,None,None,华曙高科,2023-04-17,2023.0,28.11965282083075,0.0978395279414329,-0.188226830817445,2.1972245773362196,both,True,True,True,2023.0
688507,索辰科技,上海索辰信息科技股份有限公司,2023-04-18,2023.0,2023-04-12,2023-04-12,245.56,253746.9704,22172.0599,海通证券股份有限公司,1,I65,软件和信息技术服务业,None,None,索辰科技,2023-04-18,2023.0,27.675016479894527,-0.2060887876648538,0.1823824647209699,2.5649493574615367,both,True,True,True,2023.0
688539,高华科技,南京高华科技股份有限公司,2023-04-18,2023.0,2023-04-13,2023-04-13,38.22,126890.4,10337.8,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,高华科技,2023-04-18,2023.0,32.74921036007581,0.5002507257060429,0.0134798547233802,2.772588722239781,both,True,True,True,2023.0
688352,颀中科技,合肥颀中科技股份有限公司,2023-04-20,2023.0,2023-04-13,2023-04-13,12.1,242000.0,18737.3817,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,颀中科技,2023-04-20,2023.0,30.72491909385113,-0.0877887343444658,0.2025578366941195,2.0794415416798357,both,True,True,True,2023.0
688146,中船特气,中船(邯郸)派瑞特种气体股份有限公司,2023-04-21,2023.0,2023-04-17,2023-04-17,36.15,287073.5305,6800.484,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,中船特气,2023-04-21,2023.0,29.83989898989899,-0.127326544382922,0.1932713518183274,2.5649493574615367,both,True,True,True,2023.0
688478,晶升股份,南京晶升装备股份有限公司,2023-04-24,2023.0,2023-04-17,2023-04-17,32.52,112491.64,10861.24,华泰联合证券有限责任公司,1,C35,专用设备制造业,None,None,晶升股份,2023-04-24,2023.0,30.75025484199796,-0.032757027863049,0.0478227830818574,1.6094379124341005,both,True,True,True,2023.0
688249,晶合集成,合肥晶合集成电路股份有限公司,2023-05-05,2023.0,2023-04-26,2023-04-26,19.86,996046.1,23694.46,中国国际金融股份有限公司,1,None,None,C39,计算机、通信和其他电子设备制造业,晶合集成,2023-05-05,2023.0,27.46941896024465,-0.0346739387498624,0.2768964616049073,5.521460917862246,both,True,True,True,2023.0
688469,中芯集成,绍兴中芯集成电路制造股份有限公司,2023-05-10,2023.0,2023-05-05,2023-05-05,5.69,962748.0,25471.4491,海通证券股份有限公司,1,None,None,C39,计算机、通信和其他电子设备制造业,中芯集成,2023-05-10,2023.0,30.78021148036254,-0.1467659251167119,0.2224832150938281,4.060443010546419,both,True,True,True,2023.0
