custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target,source_glm_batch,source_dir,source_shard
688366_1207015183_glm4_dewrap_join_chunk_0011,688366,昊海生科,1207015183,11,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6529,6180,3924,3924,28,3924,255,255,公司骨科关节腔粘弹补充剂市场占有率2015-2018年保持第一，医用几丁糖产品自2014年上市后市场份额迅速扩大。公司手术防粘连产品市场份额2016-2018年分别为50.19%、49.05%和48.85%，处于市场第一。子公司其胜生物为国际上首个掌握水溶性医用几丁糖生产技术的企业。公司产业链整合优势明显，覆盖眼科、整形美容与创面护理、骨科、防粘连及止血四大治疗领域。公司人工晶状体及视光材料研发水平行业领先，拥有P.U.R.E.TM精准杂质溶除技术、双向容偏技术和BioVueⓇ人工晶状体肝素表面改性技术。,128,54,54,0,0,10,12,15,15,2,17,0.3148148148148148,5,-12,2.759259259259259,,154,128,154,30.65625,25.48051948051948,,,99,31,25.22935779816514,7.900101936799185,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0012,688366,昊海生科,1207015183,12,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6869,6663,3987,3987,28,3987,292,292,公司拥有生物医用材料研发平台，掌握P.U.R.E.精准杂质溶除、双向容偏等核心技术，并牵头国家重点研发计划。公司医用几丁糖产品为国内首创，获国家科学技术进步二等奖，原料制备和纯化技术显著优于行业标准。公司同时掌握鸡冠提取和细菌发酵两种医用透明质酸钠生产工艺，拥有全面的交联技术平台，包括单相、双相、线性及无毒交联技术。公司重组人表皮生长因子产品为国际首个获批的一类新药，比生物活性达中国药典标准的2倍以上。公司眼科粘弹剂市场份额连续12年超40%，关节腔粘弹补充剂产品市场份额连续5年第一，手术防粘连剂市场份额近50%。公司拥有国家级研发平台，参与多项行业标准制定，营销网络覆盖全国。,146,58,58,0,10,15,12,10,8,3,11,0.1896551724137931,6,-5,2.0,,172,146,172,27.30821917808219,23.180232558139537,,,191,85,47.90569350388763,21.31928768497617,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0013,688366,昊海生科,1207015183,13,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6392,5852,3884,3884,28,3884,232,232,公司核心产品包括眼科、整形美容与创面护理、骨科及防粘连及止血四大业务板块。2016年至2018年，公司主营业务收入年均复合增长率为34.60%，主要由眼科产品及整形美容与创面护理产品销售收入快速增长带动。眼科产品中，人工晶状体和视光材料为主要收入来源，2018年收入占比分别为27.72%和7.86%。公司通过外延式并购拓展人工晶状体等眼科高值耗材业务，推动眼科产品收入大幅上升。2018年，公司眼科板块收入占比达43.25%，较2016年的40.67%有所提升。,116,49,49,0,12,15,8,7,5,2,7,0.1428571428571428,5,-2,1.673469387755102,,136,116,136,33.48275862068966,28.558823529411764,,,41,25,10.55612770339856,6.436663233779609,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0014,688366,昊海生科,1207015183,14,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6282,5592,3960,3960,28,3960,251,251,Aaren2016年因收购导致产能利用率较低。公司主要产品包括人工晶状体、眼科粘弹剂、视光材料、玻尿酸、重组人表皮生长因子、玻璃酸钠注射液、医用几丁糖等，销量呈逐年增长趋势。2019年1-6月至2018年，中国大陆地区销售收入占比分别为87.34%至89.40%，呈下降趋势。报告期内前五大客户销售收入占营业收入比重为10.23%至16.63%，客户相对稳定且多为上市公司及其子公司。公司眼科产品主要用于白内障手术，直销比例较高，主要客户为首都医科大学附属北京同仁医院、爱尔眼科医院集团股份有限公司等。,126,58,58,0,10,15,12,10,8,3,11,0.1896551724137931,6,-5,2.0,,142,126,142,31.428571428571427,27.887323943661972,,,23,21,5.808080808080808,5.303030303030304,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0015,688366,昊海生科,1207015183,15,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6302,5703,3974,3974,28,3974,308,308,"公司玻尿酸产品“海薇”为国内首个获得国家药监局批准的单相交联注射用透明质酸钠凝胶产品，具有先发优势。报告期内，公司医美直销客户数量持续增加，2016年至2018年从219家增至922家。公司骨科产品主要包括玻璃酸钠注射液和医用几丁糖，2019年1-6月前五名客户销售收入合计4,652.90万元，占骨科收入比重27.45%。公司防粘连及止血产品主要包括医用几丁糖、医用透明质酸钠凝胶和医用胶原蛋白海绵，2019年1-6月前五名客户销售收入合计1,628.04万元，占该板块收入比重16.99%。公司核心技术能力体现在利用鸡冠提取法制备透明质酸原料，该技术对病毒和微生物灭活要求高，但产品生物相容性好、分子量分布合理。",154,62,62,0,12,15,18,9,6,2,8,0.1290322580645161,5,-3,1.8064516129032255,,191,154,191,25.805194805194805,20.80628272251309,,,32,12,8.05234021137393,3.019627579265224,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0016,688366,昊海生科,1207015183,16,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6580,6073,3926,3926,28,3926,310,310,公司利用虾壳提取几丁质制成水溶性几丁糖，解决不溶难题并达到医用级，开发出中国唯一三类注册的骨关节腔注射剂。公司子公司Contamac是全球最大视光材料生产商之一，产品覆盖70国。公司通过核心平台技术将普通材料制成高端生物材料，提升产品价值。报告期内，公司主要原材料采购价格呈下降趋势，晶坯采购单价下降主要因子公司Contamac纳入合并范围。公司前五大供应商采购集中度在55.63%至71.83%之间，不存在对单一供应商的严重依赖。公司通过投资并购整合人工晶状体产业链，子公司深圳新产业为Lenstec人工晶状体产品中国独家经销商，双方形成长期战略合作伙伴关系。公司通过多品牌战略布局，实现人工晶状体产品线的全系列覆盖。,155,62,62,0,12,18,15,9,6,2,8,0.1290322580645161,6,-2,1.7580645161290325,,177,155,177,25.329032258064515,22.180790960451976,,,43,23,10.952623535404992,5.858380030565462,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0017,688366,昊海生科,1207015183,17,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6575,6013,3726,3726,28,3726,292,292,"报告期内，公司外购人工晶状体收入占主营业务收入比重从2016年的4.06%升至2019年上半年的18.68%。公司已搭建海内外一体化研发平台，具备多焦点等高端人工晶状体研发基础，自研产品“非球面散光矫正型人工晶状体”和“非球面多焦点人工晶状体”处于临床前研究阶段。公司自主生产医药级HA原料，并掌握发酵和精制技术，具备从发酵、粗粉到精粉的规模化制备能力。公司主要供应商包括碧迪医疗器械、华熙生物、山东威高等，采购原材料包括注射器、针头、HA精粉等。公司固定资产以机器设备和房屋建筑物为主，2019年6月30日原值70,077.41万元，净值48,561.56万元，成新率69.30%。",146,49,49,0,15,12,8,7,5,2,7,0.1428571428571428,5,-2,1.6122448979591837,,189,146,189,25.52054794520548,19.714285714285715,,,68,28,18.25013419216318,7.514761137949544,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0018,688366,昊海生科,1207015183,18,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6262,5508,3998,3998,28,3998,195,195,"公司拥有8项自有房产，包括厂房和科研用途，总建筑面积约6.6万平方米。公司还租赁多处物业，其中其胜生物租赁的厂房若年纳税达3,500万元，租赁期限可延长至10年。公司无形资产主要包括土地使用权、专利权、非专利技术、软件、客户关系及品牌，账面净值合计约5.89亿元。土地使用权总面积约24.3万平方米，主要用于工业和办公用途。公司拥有2项主要商标，用于粉剂、注射剂和医用透明质酸钠凝胶等产品。",98,8,48,1,0,0,0,0,8,0,8,1.0,4,-4,4.0,,115,98,115,40.795918367346935,34.76521739130435,,,72,35,18.009004502251123,8.754377188594297,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0019,688366,昊海生科,1207015183,19,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5532,4497,3995,3995,28,3995,42,42,昊海生科取得多项商标注册，包括医疗器械、药品、化妆品等类别的商标，用于其产品和服务。,21,53,53,0,0,0,0,53,0,0,0,0.0,1,1,3.0,,25,21,25,190.23809523809524,159.8,,,0,0,0.0,0.0,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0020,688366,昊海生科,1207015183,20,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5502,4554,3983,3983,28,3983,56,56,其胜生物拥有多项医疗器械和医药相关商标注册，涵盖眼科器械、医用测试仪、医用注射器、消毒剂、麻醉剂等多个产品类别。,28,100,100,0,0,100,0,0,0,0,0,0.0,1,1,1.0,,33,28,33,142.25,120.6969696969697,,,3,3,0.7532011046949536,0.7532011046949536,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0021,688366,昊海生科,1207015183,21,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5570,4522,3964,3964,28,3964,132,132,其胜生物和建华生物拥有多项商标注册，涉及医疗器械、药品、化妆品等多个领域。其胜生物的商标包括医疗器械和仪器、止血缝合器械、可生物降解的骨固定植入物等；建华生物的商标包括医用透明质酸钠、隐形眼镜用溶液、外科移植用眼球等。利康瑞的商标包括医用胶、医用填料、止血药条等。,66,152,152,0,152,0,0,0,0,0,0,0.0,0,0,0.0,,83,66,83,60.06060606060606,47.75903614457831,,,0,0,0.0,0.0,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0022,688366,昊海生科,1207015183,22,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5920,4882,3764,3764,28,3764,66,66,公司及子公司拥有多项境外商标，包括香港注册的昊海生科商标和英国、美国注册的Contamac商标，用于医疗器械和光学产品等商品和服务。,33,66,66,0,66,0,0,0,0,0,0,0.0,1,1,0.0,,36,33,36,114.06060606060606,104.55555555555556,,,42,19,11.158342189160468,5.047821466524973,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0023,688366,昊海生科,1207015183,23,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5849,4762,3690,3690,28,3690,284,290,公司及子公司拥有多项境内专利，包括盐酸莫西沙星透明质酸钠缓释纳米凝胶及其制备方法、关节腔用地塞米松几丁糖纳米注射液及其制备方法等，涉及眼科、创伤修复等领域。公司还拥有多项境外专利，如美国专利US7939579B1、US8440738B2等，涉及水凝胶制造技术。公司被授权使用Carl Zeiss Meditec Inc.的专利“Non-Prolate Aspheric Intraocular Lens”，用于生产非球面人工晶状体。2016年至2019年1-6月，使用该专利生产的非球面人工晶状体销售收入占公司总营业收入的比例分别为0.21%、1.80%、1.85%和1.75%。,142,22,62,1,0,0,0,0,22,0,22,1.0,4,-18,4.0,,164,142,164,25.985915492957748,22.5,,,131,74,35.50135501355014,20.05420054200542,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0024,688366,昊海生科,1207015183,24,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5114,4433,3461,3461,28,3461,145,145,公司拥有多项计算机软件著作权，包括眼科改进型晶体系统、主体眼底拍照检测系统等。公司拥有药品生产许可证、医疗器械生产许可证及备案凭证，生产范围包括小容量注射剂、原料药、眼科植入物及辅助器械等。公司拥有医疗器械经营许可证及备案凭证，经营范围涵盖三类医疗器械如医用光学器具、植入材料和人工器官等。,73,54,54,0,12,18,12,8,4,0,4,0.074074074074074,3,-1,1.5185185185185186,,77,73,77,47.41095890410959,44.94805194805195,,,30,29,8.668015024559377,8.379081190407396,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0025,688366,昊海生科,1207015183,25,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0025.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6566,5948,3982,3982,28,3982,230,230,公司及子公司经销的医疗器械包括医用透明质酸钠凝胶、人工晶状体等，拥有多个注册证。公司拥有国家级企业技术中心、博士后科研工作站等研发平台，研发团队由231人组成，占员工总数17.34%。公司采用自主研发与合作研发相结合的模式，与多家高校、科研院所合作开展多个国家及省部级重点科研项目。公司已在中国、美国、英国建立一体化研发体系，初步形成国内外互动的研发布局。公司通过科技项目立项申请及审批制度、研发费用管理制度、研发质量管理制度等，保证研发投入的有效性和规范性。,115,78,78,0,24,22,15,10,6,1,7,0.0897435897435897,5,-2,1.4230769230769231,,123,115,123,34.62608695652174,32.3739837398374,,,338,154,84.88196885986942,38.67403314917127,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0026,688366,昊海生科,1207015183,26,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0026.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7217,6702,3979,3979,28,3979,245,245,公司通过三种模式与外部研究机构合作，包括共同参与科研项目、响应合作信息及参与军地项目，并牵头成立产业技术创新联盟。公司主营人工晶状体、可降解生物医用材料及生物医用材料，核心技术产生的收入占营业收入比重平均达80%。公司拥有多项核心技术，包括软性可折叠人工晶状体、医用透明质酸钠凝胶等，并拥有相关专利。公司承担国家级重大项目8项，上海市重大科技研发项目逾20项，获得国家知识产权示范企业等荣誉。公司核心技术人员包括侯永泰、甘人宝等，拥有博士学历及多项荣誉，公司通过多元化激励措施鼓励技术创新。,123,32,62,1,0,0,0,13,15,4,19,0.59375,6,-13,3.71875,,137,123,137,32.34959349593496,29.043795620437955,,,379,156,95.25006282985674,39.20583061070621,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0027,688366,昊海生科,1207015183,27,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0027.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6355,5986,3997,3997,28,3997,220,220,公司与核心技术人员签订保密及竞业协议以保护核心技术。公司研发项目覆盖眼科、整形美容、骨科等领域，包括第四代喹诺酮类抗生素滴眼液、角膜塑形镜、非球面人工晶状体等，部分项目已进入临床前研究或注册检验阶段。公司坚持扩充四大技术平台，拓展至药物缓释剂等领域。公司研发支出平均复合增长率达42.05%，2018年研发费用占比6.12%。公司按GMP和ISO13485等标准建立质量管理体系，覆盖产品全生命周期，报告期内无因产品质量问题引起的不良反应。,110,62,62,0,11,15,12,12,10,2,12,0.1935483870967742,6,-6,2.0161290322580645,,129,110,129,36.33636363636363,30.984496124031008,,,219,78,54.79109331998999,19.51463597698274,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0028,688366,昊海生科,1207015183,28,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0028.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,4634,4501,2364,2364,28,2364,180,180,公司对每批产品进行质量检验并记录，确保医药产品生产洁净度。公司建立销售和售后追溯系统，要求经销商执行可追溯制度。报告期内公司因销售医疗器械质量不合格被药监局公告，涉及召回Lenstec和HexaVision产品，但未造成重大影响。公司拥有14家境外子公司，其中Aaren主要从事人工晶状体研发，Contamac是全球最大的人工晶状体及角膜接触镜视光材料供应商。,90,42,42,0,11,15,8,4,3,1,4,0.0952380952380952,6,2,1.4285714285714286,,97,90,97,26.266666666666666,24.371134020618555,,,44,28,18.612521150592215,11.844331641285956,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0001,688058,宝兰德,1206982496,1,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7683,7275,3979,3979,22,3979,226,226,"公司专注于企业级基础软件及智能运维产品研发与技术服务，主要产品包括中间件软件（应用服务器、消息中间件、交易中间件）和智能运维软件（云管理平台、容器管理平台、应用性能管理软件）。公司产品在电信、银行等关键行业广泛应用，2019年1-6月主营业务收入4,886.84万元，其中中间件软件占比38.39%，技术服务占比53.30%。公司技术服务收入逐年增长，已成为业务重要组成部分。公司采用直销模式，主要客户为中国移动等大型企业，产品替换成本高，客户粘性强。",113,62,62,0,10,15,12,13,9,3,12,0.1935483870967742,5,-7,2.0806451612903225,,126,113,126,35.21238938053097,31.57936507936508,,,114,38,28.650414677054535,9.550138225684844,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0002,688058,宝兰德,1206982496,2,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7173,6881,3734,3734,22,3734,267,267,发行人通过经销商进行产品销售，由经销商将产品销往最终客户。公司作为软件企业，业务流程不涉及生产环节，主要研发销售软件类产品并提供技术服务。公司新产品的研发需经过市场需求分析、可行性分析、预算制定和公司管理层论证通过后立项，研发过程分为规划、需求分析和设计、架构设计、开发实现、测试及发布六个阶段。公司研发形成产品并向客户销售的过程即为公司实际的生产过程。公司专业化技术服务内容主要包括保障服务、升级及补丁服务、系统维护服务和开发服务四种类型。公司自2008年成立以来一直专注于中间件产品的研究开发和销售工作，并长期深耕于电信领域客户。,134,62,62,0,18,15,12,8,6,3,9,0.1451612903225806,6,-3,1.6451612903225807,,141,134,141,27.86567164179105,26.4822695035461,,,166,64,44.456347080878416,17.13979646491698,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0003,688058,宝兰德,1206982496,3,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7675,7353,3977,3977,22,3977,128,128,国家产业政策支持中间件和智能运维行业发展，明确其作为关键基础软件的地位。行业监管体制由工信部和中国软件行业协会构成，为发行人提供良好发展环境。中间件市场由IBM和Oracle主导，但国产厂商如东方通、宝兰德等正逐步实现国产化替代，特别是在电信、金融等领域。,64,62,62,0,45,10,3,3,1,0,1,0.0161290322580645,3,2,0.4677419354838709,,70,64,70,62.140625,56.81428571428572,,,162,49,40.73422177520744,12.320844857933116,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0004,688058,宝兰德,1206982496,4,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7861,7095,3973,3973,22,3973,282,287,发行人应用服务器BES Application Server是国内首批通过JavaEE 7规范认证的产品，支持分布式架构和容器化技术，已在中国移动等11个省份及集团总部核心业务系统中大规模替代国外主流产品。BES Application Server拥有高性能EJB技术、分布式集群会话共享方法等18项核心技术，具备行业竞争优势。发行人通过持续研发推出了云中间件产品，并拥有容器云平台和应用性能管理产品，形成完整技术方案。发行人产品已成功应用于光大银行、宁波银行等金融系统，并在政府领域实现突破。报告期内，发行人来自电信行业的收入占比超过76%，是中国移动的主要供应商之一。,141,62,62,0,15,18,12,8,7,2,9,0.1451612903225806,5,-4,1.6774193548387095,,137,141,137,28.177304964539008,29.0,,,149,61,37.50314623710043,15.353637050088096,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0005,688058,宝兰德,1206982496,5,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7552,7237,3962,3962,22,3962,291,296,公司以中间件软件为核心产品，包括消息中间件BES MQ、交易中间件BES VBroker和应用服务器BES ApplicationServer，并拓展了云管理平台BES CloudLink和应用性能管理软件BES WebGate。公司在中国移动核心业务系统中替代国外产品，实现大规模运用。公司在电信行业积累丰富经验，有望进一步开拓其他运营商市场。公司产品已成功应用于光大银行、宁波银行等金融系统。公司在政府领域实现了北京住房公积金管理中心等项目的突破。公司主要竞争对手为Oracle、IBM等国际巨头，以及东方通等国内公司。公司在中间件领域技术全面，在电信、金融、政府等领域均有较强的竞争力。,146,58,58,0,15,12,10,10,8,3,11,0.1896551724137931,6,-5,1.8793103448275863,,138,146,138,27.136986301369863,28.71014492753623,,,122,37,30.79252902574457,9.33871781928319,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0006,688058,宝兰德,1206982496,6,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7343,6940,3839,3839,22,3839,261,261,发行人应用服务器产品兼容电信、金融和政府行业技术路线，具备跨行业兼容性。发行人应用服务器产品在性能和稳定性方面表现突出，采用高性能线程调度模型和无锁队列技术，支持虚拟化、容器化、微服务架构，契合云计算弹性需求。发行人应用服务器产品支持中国国家商用密码算法SM2、SM3、SM4，兼容国产生态圈硬件、软件和数据库。发行人应用服务器产品已大量应用于电信核心系统，支持高并发7*24小时长期稳定运行。发行人应用服务器产品在电信和金融行业具备竞争优势。发行人报告期内销售的软件产品主要为自行研发的中间件软件产品和智能运维软件产品。,131,60,60,0,24,15,10,7,3,1,4,0.0666666666666666,6,2,1.2166666666666666,,146,131,146,29.30534351145038,26.294520547945204,,,108,41,28.132326126595466,10.67986454805939,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0007,688058,宝兰德,1206982496,7,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6306,5861,3590,3590,22,3590,272,272,发行人主要产品包括中间件软件、智能运维软件和技术服务，2019年1-6月收入占比分别为38.39%、8.31%和53.30%。直销模式占销售总额的97.08%，主要客户为中国移动，占营业收入比例高达74.50%。技术服务收入主要为已售软件产品附带服务期外的延期服务业务，随着前期销售产品附带服务期结束，技术服务收入持续增长。公司应用服务器软件销售额占中间件销售的比例为100%，主要因其需求量大且为公司战略产品。2016年至2018年，其他非中间件软件产品占软件产品总销售收入的比重持续上升，表明公司产品线日益丰富，不存在依赖单一产品线的情形。,136,62,62,0,28,15,10,5,3,1,4,0.064516129032258,6,2,1.0806451612903225,,149,136,149,26.397058823529413,24.093959731543624,,,80,11,22.284122562674096,3.064066852367688,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688058_1206982496_glm4_dewrap_join_chunk_0008,688058,宝兰德,1206982496,8,22,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688058_1206982496_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7054,6300,3995,3995,22,3995,318,318,"报告期内，发行人前五大经销客户包括浪潮软件集团有限公司、西安融达通信技术有限公司等，主要销售智能运维软件等产品，合计贡献收入占比最高达4.08%。直销模式下，中国移动是发行人最大客户，2019年1-6月贡献收入3,640.58万元，占营业总收入97.08%。分业务看，中间件软件前五大客户主要为中国移动、浪潮天元通信信息系统有限公司等，2019年1-6月合计收入占比38.39%；智能运维软件前五大客户包括中国移动、浪潮软件集团有限公司等，合计收入占比8.31%；技术服务前五大客户主要为中国移动、首都信息发展股份有限公司等，合计收入占比53.24%。主要客户中国移动成立于2004年，主营业务为电信服务，自2009年开始与发行人合作。",159,68,68,0,0,0,0,32,36,0,36,0.5294117647058824,5,-31,3.5294117647058822,,172,159,172,25.12578616352201,23.226744186046513,,,131,6,32.7909887359199,1.5018773466833542,table2_next50,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
